25201,-20323.170000000002
28801,-57472.254
32401,-114477.3
36001,-187358.72400000002
39601,-173975.634
43201,-135754.164
46801,-168594.048
50401,-165587.81399999998
54001,-51345.252
57601,-21866.543999999998
61201,0.0
111601,-7129.079999999999
115201,-45319.176
118801,-44998.632
122401,-75391.34400000001
126001,-82620.216
129601,-76081.572
133201,-43149.078
136801,-58769.172
140401,-17290.854
144001,-5811.75
147601,0.0
198001,-53808.3
201601,-146340.81
205201,-205738.21799999996
208801,-258040.94400000002
212401,-285269.04
216001,-271235.034
219601,-217184.81399999998
223201,-201875.058
226801,-129263.52599999998
230401,-42407.82
234001,0.0
284401,-37586.051999999996
288001,-121604.112
291601,-204964.452
295201,-220339.97999999998
298801,-249749.514
302401,-210835.54799999998
306001,-180420.156
309601,-190756.944
313201,-108249.372
316801,-29843.100000000002
320401,0.0
370801,-20145.888
374401,-31816.26
378001,-22977.108
381601,-189419.20200000002
385201,-189493.668
388801,-86457.67199999999
392401,-101383.75800000002
396001,-40916.61
399601,-16279.703999999998
403201,-4551.12
406801,0.0
457201,-4271.778
460801,-18901.134
464401,-29982.959999999995
468001,-73163.034
471601,-130214.574
475201,-32635.764
478801,-90679.17599999999
482401,-35765.226
486001,-15582.671999999999
489601,-4413.528
493201,0.0
543601,-10788.498
547201,-41893.74
550801,-59662.008
554401,-79380.75600000001
558001,-54493.61400000001
561601,-54919.24199999999
565201,-76400.982
568801,-66372.264
572401,-34514.046
576001,-5237.1900000000005
579601,-0.0
579601,0.0
604800,0.0
